household_type,income_group,year,means_tested_transfers,medicaid_and_chip,snap,ssi,other_transfers
nonelderly_childless_hh,fourth_quintile,1980,0.2,0.1,,0.1,
nonelderly_childless_hh,fourth_quintile,1981,0.3,0.1,,0.1,
nonelderly_childless_hh,fourth_quintile,1982,0.2,0.1,,0.1,
nonelderly_childless_hh,fourth_quintile,1983,0.3,0.1,,0.1,
nonelderly_childless_hh,fourth_quintile,1984,0.3,0.1,,0.1,
nonelderly_childless_hh,fourth_quintile,1985,0.2,0.1,,0.1,
nonelderly_childless_hh,fourth_quintile,1986,0.2,0.1,,0.1,
nonelderly_childless_hh,fourth_quintile,1987,0.3,0.1,,0.1,
nonelderly_childless_hh,fourth_quintile,1988,0.2,0.1,,0.1,
nonelderly_childless_hh,fourth_quintile,1989,0.3,0.1,,0.1,
nonelderly_childless_hh,fourth_quintile,1990,0.3,0.1,,0.1,
nonelderly_childless_hh,fourth_quintile,1991,0.3,0.2,,0.1,
nonelderly_childless_hh,fourth_quintile,1992,0.4,0.2,,0.1,
nonelderly_childless_hh,fourth_quintile,1993,0.4,0.2,,0.1,
nonelderly_childless_hh,fourth_quintile,1994,0.5,0.3,,0.1,0.1
nonelderly_childless_hh,fourth_quintile,1995,0.4,0.3,,0.1,
nonelderly_childless_hh,fourth_quintile,1996,0.4,0.3,,0.1,
nonelderly_childless_hh,fourth_quintile,1997,0.5,0.3,,0.1,
nonelderly_childless_hh,fourth_quintile,1998,0.5,0.3,,0.1,
nonelderly_childless_hh,fourth_quintile,1999,0.5,0.3,,0.1,
nonelderly_childless_hh,fourth_quintile,2000,0.5,0.4,,0.1,
nonelderly_childless_hh,fourth_quintile,2001,0.6,0.4,,0.1,
nonelderly_childless_hh,fourth_quintile,2002,0.6,0.5,,0.1,
nonelderly_childless_hh,fourth_quintile,2003,0.6,0.5,,0.1,
nonelderly_childless_hh,fourth_quintile,2004,0.7,0.6,,0.1,
nonelderly_childless_hh,fourth_quintile,2005,0.7,0.6,,0.1,
nonelderly_childless_hh,fourth_quintile,2006,0.7,0.5,,0.1,
nonelderly_childless_hh,fourth_quintile,2007,0.7,0.5,,0.1,
nonelderly_childless_hh,fourth_quintile,2008,0.8,0.6,,0.1,
nonelderly_childless_hh,fourth_quintile,2009,0.8,0.7,,0.1,
nonelderly_childless_hh,fourth_quintile,2010,0.8,0.6,0.1,0.1,
nonelderly_childless_hh,fourth_quintile,2011,0.9,0.6,0.1,0.1,0.1
nonelderly_childless_hh,fourth_quintile,2012,0.9,0.7,,0.1,
nonelderly_childless_hh,fourth_quintile,2013,0.8,0.6,,0.1,
nonelderly_childless_hh,fourth_quintile,2014,1.2,0.9,0.1,0.1,0.1
nonelderly_childless_hh,fourth_quintile,2015,1.4,1.1,0.1,0.2,0.1
nonelderly_childless_hh,highest_quintile,1979,0.1,,,,
nonelderly_childless_hh,highest_quintile,1980,0.1,,,,
nonelderly_childless_hh,highest_quintile,1981,0.1,,,,
nonelderly_childless_hh,highest_quintile,1982,0.1,,,,
nonelderly_childless_hh,highest_quintile,1983,,,,,
nonelderly_childless_hh,highest_quintile,1984,0.1,,,,
nonelderly_childless_hh,highest_quintile,1985,0.1,,,,
nonelderly_childless_hh,highest_quintile,1986,,,,,
nonelderly_childless_hh,highest_quintile,1987,0.1,,,,
nonelderly_childless_hh,highest_quintile,1988,,,,,
nonelderly_childless_hh,highest_quintile,1989,0.1,,,,
nonelderly_childless_hh,highest_quintile,1990,0.1,,,,
nonelderly_childless_hh,highest_quintile,1991,0.1,,,,
nonelderly_childless_hh,highest_quintile,1992,0.1,,,,
nonelderly_childless_hh,highest_quintile,1993,0.1,0.1,,,
nonelderly_childless_hh,highest_quintile,1994,0.1,0.1,,,
nonelderly_childless_hh,highest_quintile,1995,0.1,0.1,,,
nonelderly_childless_hh,highest_quintile,1996,0.1,0.1,,,
nonelderly_childless_hh,highest_quintile,1997,0.1,0.1,,,
nonelderly_childless_hh,highest_quintile,1998,0.1,0.1,,,
nonelderly_childless_hh,highest_quintile,1999,0.1,0.1,,,
nonelderly_childless_hh,highest_quintile,2000,0.1,0.1,,,
nonelderly_childless_hh,highest_quintile,2001,0.1,0.1,,,
nonelderly_childless_hh,highest_quintile,2002,0.1,0.1,,,
nonelderly_childless_hh,highest_quintile,2003,0.1,0.1,,,
nonelderly_childless_hh,highest_quintile,2004,0.2,0.1,,,
nonelderly_childless_hh,highest_quintile,2005,0.2,0.1,,,
nonelderly_childless_hh,highest_quintile,2006,0.2,0.1,,,
nonelderly_childless_hh,highest_quintile,2007,0.1,0.1,,,
nonelderly_childless_hh,highest_quintile,2008,0.2,0.1,,,
nonelderly_childless_hh,highest_quintile,2009,0.2,0.1,,,
nonelderly_childless_hh,highest_quintile,2010,0.2,0.1,,,
nonelderly_childless_hh,highest_quintile,2011,0.2,0.1,,,
nonelderly_childless_hh,highest_quintile,2012,0.2,0.1,,,
nonelderly_childless_hh,highest_quintile,2013,0.1,0.1,,,
nonelderly_childless_hh,highest_quintile,2014,0.2,0.2,,,
nonelderly_childless_hh,highest_quintile,2015,0.3,0.2,,,
nonelderly_childless_hh,percentiles_81_90,1979,0.1,,,,
nonelderly_childless_hh,percentiles_81_90,1980,0.1,,,,
nonelderly_childless_hh,percentiles_81_90,1981,0.1,,,0.1,
nonelderly_childless_hh,percentiles_81_90,1982,0.1,0.1,,,
nonelderly_childless_hh,percentiles_81_90,1983,0.1,,,,
nonelderly_childless_hh,percentiles_81_90,1984,0.1,,,,
nonelderly_childless_hh,percentiles_81_90,1985,0.1,,,0.1,
nonelderly_childless_hh,percentiles_81_90,1986,0.1,,,,
nonelderly_childless_hh,percentiles_81_90,1987,0.1,,,,
nonelderly_childless_hh,percentiles_81_90,1988,0.1,,,,
nonelderly_childless_hh,percentiles_81_90,1989,0.1,0.1,,,
nonelderly_childless_hh,percentiles_81_90,1990,0.2,0.1,,0.1,
nonelderly_childless_hh,percentiles_81_90,1991,0.2,0.1,,0.1,
nonelderly_childless_hh,percentiles_81_90,1992,0.2,0.1,,,
nonelderly_childless_hh,percentiles_81_90,1993,0.2,0.1,,0.1,
nonelderly_childless_hh,percentiles_81_90,1994,0.2,0.1,,0.1,
nonelderly_childless_hh,percentiles_81_90,1995,0.2,0.1,,0.1,
nonelderly_childless_hh,percentiles_81_90,1996,0.2,0.1,,0.1,
nonelderly_childless_hh,percentiles_81_90,1997,0.2,0.1,,,
nonelderly_childless_hh,percentiles_81_90,1998,0.3,0.2,,0.1,
nonelderly_childless_hh,percentiles_81_90,1999,0.2,0.2,,,
nonelderly_childless_hh,percentiles_81_90,2000,0.2,0.2,,,
nonelderly_childless_hh,percentiles_81_90,2001,0.2,0.2,,,
nonelderly_childless_hh,percentiles_81_90,2002,0.2,0.2,,,
nonelderly_childless_hh,percentiles_81_90,2003,0.3,0.2,,,
nonelderly_childless_hh,percentiles_81_90,2004,0.3,0.3,,0.1,
nonelderly_childless_hh,percentiles_81_90,2005,0.3,0.2,,0.1,
nonelderly_childless_hh,percentiles_81_90,2006,0.3,0.3,,0.1,
nonelderly_childless_hh,percentiles_81_90,2007,0.3,0.2,,0.1,
nonelderly_childless_hh,percentiles_81_90,2008,0.3,0.2,,,
nonelderly_childless_hh,percentiles_81_90,2009,0.3,0.3,,,
nonelderly_childless_hh,percentiles_81_90,2010,0.3,0.3,,,
nonelderly_childless_hh,percentiles_81_90,2011,0.4,0.3,,0.1,
nonelderly_childless_hh,percentiles_81_90,2012,0.4,0.3,,0.1,
nonelderly_childless_hh,percentiles_81_90,2013,0.3,0.2,,,
nonelderly_childless_hh,percentiles_81_90,2014,0.5,0.4,,,
nonelderly_childless_hh,percentiles_81_90,2015,0.5,0.4,,0.1,
nonelderly_childless_hh,percentiles_91_95,1979,0.1,,,,
nonelderly_childless_hh,percentiles_91_95,1980,,,,,
nonelderly_childless_hh,percentiles_91_95,1981,0.1,,,,
nonelderly_childless_hh,percentiles_91_95,1982,,,,,
nonelderly_childless_hh,percentiles_91_95,1983,0.1,,,,
nonelderly_childless_hh,percentiles_91_95,1984,,,,,
nonelderly_childless_hh,percentiles_91_95,1985,,,,,
nonelderly_childless_hh,percentiles_91_95,1986,,,,,
nonelderly_childless_hh,percentiles_91_95,1987,,,,,
nonelderly_childless_hh,percentiles_91_95,1988,,,,,
nonelderly_childless_hh,percentiles_91_95,1989,0.1,,,,
nonelderly_childless_hh,percentiles_91_95,1990,0.1,,,,
nonelderly_childless_hh,percentiles_91_95,1991,0.1,,,,
nonelderly_childless_hh,percentiles_91_95,1992,0.1,0.1,,,
nonelderly_childless_hh,percentiles_91_95,1993,0.1,0.1,,,
nonelderly_childless_hh,percentiles_91_95,1994,0.2,0.1,,,
nonelderly_childless_hh,percentiles_91_95,1995,0.1,0.1,,,
nonelderly_childless_hh,percentiles_91_95,1996,0.1,0.1,,,
nonelderly_childless_hh,percentiles_91_95,1997,0.1,0.1,,,
nonelderly_childless_hh,percentiles_91_95,1998,0.1,0.1,,,
nonelderly_childless_hh,percentiles_91_95,1999,0.1,0.1,,,
nonelderly_childless_hh,percentiles_91_95,2000,0.1,0.1,,,
nonelderly_childless_hh,percentiles_91_95,2001,0.2,0.1,,,
nonelderly_childless_hh,percentiles_91_95,2002,0.1,0.1,,,
nonelderly_childless_hh,percentiles_91_95,2003,0.2,0.1,,,
nonelderly_childless_hh,percentiles_91_95,2004,0.1,0.1,,,
nonelderly_childless_hh,percentiles_91_95,2005,0.2,0.1,,,
nonelderly_childless_hh,percentiles_91_95,2006,0.2,0.1,,,
nonelderly_childless_hh,percentiles_91_95,2007,0.2,0.1,,,
nonelderly_childless_hh,percentiles_91_95,2008,0.2,0.2,,,
nonelderly_childless_hh,percentiles_91_95,2009,0.2,0.2,,,
nonelderly_childless_hh,percentiles_91_95,2010,0.2,0.2,,,
nonelderly_childless_hh,percentiles_91_95,2011,0.1,0.1,,,
nonelderly_childless_hh,percentiles_91_95,2012,0.2,0.2,,,
nonelderly_childless_hh,percentiles_91_95,2013,0.2,0.1,,,
nonelderly_childless_hh,percentiles_91_95,2014,0.3,0.2,,,
nonelderly_childless_hh,percentiles_91_95,2015,0.3,0.3,,,
nonelderly_childless_hh,percentiles_96_99,1979,0.1,,,,
nonelderly_childless_hh,percentiles_96_99,1980,,,,,
nonelderly_childless_hh,percentiles_96_99,1981,,,,,
nonelderly_childless_hh,percentiles_96_99,1982,,,,,
nonelderly_childless_hh,percentiles_96_99,1983,,,,,
nonelderly_childless_hh,percentiles_96_99,1984,,,,,
nonelderly_childless_hh,percentiles_96_99,1985,,,,,
nonelderly_childless_hh,percentiles_96_99,1986,,,,,
nonelderly_childless_hh,percentiles_96_99,1987,0.1,,,,
nonelderly_childless_hh,percentiles_96_99,1988,,,,,
nonelderly_childless_hh,percentiles_96_99,1989,0.1,,,,
nonelderly_childless_hh,percentiles_96_99,1990,0.1,,,,
nonelderly_childless_hh,percentiles_96_99,1991,0.1,,,,
nonelderly_childless_hh,percentiles_96_99,1992,,,,,
nonelderly_childless_hh,percentiles_96_99,1993,,,,,
nonelderly_childless_hh,percentiles_96_99,1994,0.1,0.1,,,
nonelderly_childless_hh,percentiles_96_99,1995,0.1,0.1,,,
nonelderly_childless_hh,percentiles_96_99,1996,,,,,
nonelderly_childless_hh,percentiles_96_99,1997,0.1,0.1,,,
nonelderly_childless_hh,percentiles_96_99,1998,0.1,,,,
nonelderly_childless_hh,percentiles_96_99,1999,0.1,0.1,,,
nonelderly_childless_hh,percentiles_96_99,2000,0.1,0.1,,,
nonelderly_childless_hh,percentiles_96_99,2001,0.1,0.1,,,
nonelderly_childless_hh,percentiles_96_99,2002,,,,,
nonelderly_childless_hh,percentiles_96_99,2003,0.1,,,,
nonelderly_childless_hh,percentiles_96_99,2004,0.1,0.1,,,
nonelderly_childless_hh,percentiles_96_99,2005,0.1,0.1,,,
nonelderly_childless_hh,percentiles_96_99,2006,0.1,0.1,,,
nonelderly_childless_hh,percentiles_96_99,2007,0.1,0.1,,,
nonelderly_childless_hh,percentiles_96_99,2008,0.1,0.1,,,
nonelderly_childless_hh,percentiles_96_99,2009,0.1,0.1,,,
nonelderly_childless_hh,percentiles_96_99,2010,0.1,0.1,,,
nonelderly_childless_hh,percentiles_96_99,2011,0.1,0.1,,,
nonelderly_childless_hh,percentiles_96_99,2012,0.1,0.1,,,
nonelderly_childless_hh,percentiles_96_99,2013,0.1,0.1,,,
nonelderly_childless_hh,percentiles_96_99,2014,0.1,0.1,,,
nonelderly_childless_hh,percentiles_96_99,2015,0.2,0.2,,,
nonelderly_childless_hh,top_1_percent,1979,,,,,
nonelderly_childless_hh,top_1_percent,1980,,,,,
nonelderly_childless_hh,top_1_percent,1981,,,,,
nonelderly_childless_hh,top_1_percent,1982,,,,,
nonelderly_childless_hh,top_1_percent,1983,,,,,
nonelderly_childless_hh,top_1_percent,1984,,,,,
nonelderly_childless_hh,top_1_percent,1985,,,,,
nonelderly_childless_hh,top_1_percent,1986,,,,,
nonelderly_childless_hh,top_1_percent,1987,,,,,
nonelderly_childless_hh,top_1_percent,1988,,,,,
nonelderly_childless_hh,top_1_percent,1989,,,,,
nonelderly_childless_hh,top_1_percent,1990,,,,,
nonelderly_childless_hh,top_1_percent,1991,,,,,
nonelderly_childless_hh,top_1_percent,1992,,,,,
nonelderly_childless_hh,top_1_percent,1993,,,,,
nonelderly_childless_hh,top_1_percent,1994,,,,,
nonelderly_childless_hh,top_1_percent,1995,,,,,
nonelderly_childless_hh,top_1_percent,1996,,,,,
nonelderly_childless_hh,top_1_percent,1997,,,,,
nonelderly_childless_hh,top_1_percent,1998,,,,,
nonelderly_childless_hh,top_1_percent,1999,,,,,
nonelderly_childless_hh,top_1_percent,2000,,,,,
nonelderly_childless_hh,top_1_percent,2001,,,,,
nonelderly_childless_hh,top_1_percent,2002,,,,,
nonelderly_childless_hh,top_1_percent,2003,,,,,
nonelderly_childless_hh,top_1_percent,2004,,,,,
nonelderly_childless_hh,top_1_percent,2005,,,,,
nonelderly_childless_hh,top_1_percent,2006,,,,,
nonelderly_childless_hh,top_1_percent,2007,,,,,
nonelderly_childless_hh,top_1_percent,2008,,,,,
nonelderly_childless_hh,top_1_percent,2009,,,,,
nonelderly_childless_hh,top_1_percent,2010,,,,,
nonelderly_childless_hh,top_1_percent,2011,,,,,
nonelderly_childless_hh,top_1_percent,2012,,,,,
nonelderly_childless_hh,top_1_percent,2013,,,,,
nonelderly_childless_hh,top_1_percent,2014,,,,,
nonelderly_childless_hh,top_1_percent,2015,,,,,
